"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.223058133218786","2.05548592827715","0.186907630522088","17.063550036523","21.1851377322229","-3.85780885780886","-1.65549252191851","-5.8744394618834","-0.418781725888323","6.16194331983806","12.9139314369073","6.81314994968132","27.1368352788586","-6.8287271729666","-14.0750555726085","16.9490560127574","7.81642871198372","-4.68763897846137","-8.80493563521364","8.92046662114826","-17.5903165005139","0.664175810874169","-0.41563759901472","7.61167220218679","18.5057800383246","-12.0331802180755","9.97445509242156","7.46525460335853","-0.907264204095974","0.92339797912293","5.25337330818787","4.39982167334802","-2.21528256776249","6.4897764502147","4.5587150204386","7.56707186414171","-3.76748278825272","",
"Africa Eastern and Southern","AFE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.03251015235816","0.765922801434359","0.422781217468918","0.254926362654373","1.13543575737002","0.352354122515891","0.506462034202253","0.0622408141387393","0.136599124656005","-0.0120568987372335","0.282588845104598","0.211011202416425","0.341443828404353","0.0473933984952869","0.371551643114243","0.0736997177969973","0.26457012338423","0.149220731832448","0.266145542977688","0.186701073716576","0.0338779131461533","0.48441128912189","0.276117563740978","0.356954716613788","0.498139618844955","0.996373461069771","0.78160243903961","2.04505844857167","1.57045919203765","2.4056656274716","1.53378732223126","4.77398519300174","2.47180136689233","2.46078280314244","1.8401397815018","2.04187001425702","1.27283831517598","2.47277481448766","3.21687232247532","2.62839062135435","1.66923214071626","1.88480520242662","2.58808509648024","2.23982918325993","2.83199067903853","3.19471703746531","2.01995524311203","1.06255770914421","1.33886038822867","1.49535326519723","1.42927120301058","5.03926535709206","1.78091437274444","1.89693979822339","",
"Afghanistan","AFG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00482760061734038","0.0241685679088889","1.30694987042884","1.27849325196424","3.577104200584","4.36867310434287","3.41377297323201","1.93570171391636","0.45536044478174","0.45188914562189","1.20311798981139","0.293025179616803","0.285440893554571","0.239801184405551","0.209664794672203","0.88400046336123","0.516606084523093","0.274796791572807","0.661572217787196","0.124495985291258","0.0649939571808755","0.144466946606861","","","",
"Africa Western and Central","AFW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.78380413740293","1.88405737891187","1.90749307685228","1.7565651565905","1.05063035562331","1.69519362828369","0.890522395948592","1.08655082334814","0.959249375892243","0.813937413998398","-0.189816505603512","0.541731612830074","0.448416675178178","0.508004241795926","0.258311301378503","0.648476864286674","0.187143245926892","0.924280885260503","0.875345483545118","2.47188337343981","0.867590628199709","0.644636424852707","0.974829784403281","1.35504625057364","1.77325024986325","0.456338407890255","0.450293416007684","0.588387280257664","0.640878536100314","1.71440936769616","1.80110695968237","2.1487213690057","2.45750477212186","2.53287148692711","1.81144720910198","2.96115996737269","2.31133884478313","2.79098574899508","2.86612017419811","3.56130896830062","3.18124868070276","3.58262367602172","2.82627531702985","2.28900682949732","1.84953616735949","2.15059059870385","2.25360044106784","2.57940648690723","1.94060909910143","1.55137498700087","1.39087815562492","2.00328304999877","1.87803224069795","2.40589043277161","",
"Angola","AGO","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0.630975103967161","0.883706869873758","2.08648507255308","1.80366249575565","1.09500567622465","3.68013758032242","3.30857271569459","1.4719684486904","1.49375642275957","1.9604420096587","-2.98142869155218","6.26663053571429","3.46608752793541","5.2368632542517","3.83703655802979","8.52948883994992","2.39899396705538","5.38231807584834","17.1215906483088","40.1672485630423","9.62386615038711","24.0090757001341","11.4061919077418","20.0810144391158","9.32923929577731","-3.52665717856752","-0.072000996349673","-1.36876239523004","1.89631389674864","3.13666068307167","-3.85111149953586","-2.70487323645008","-1.14376777921663","-5.3801309953635","2.69000564690096","11.0813390258994","-0.340242828705014","-10.0383767819736","-8.12589110876485","-5.78081314286635","-3.84826398729864","-6.54854227564072","-6.32056384328187","-2.49883975179815","",
"Albania","ALB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","3.06666159864896","4.89321210624299","2.81772379080922","2.92548596657615","2.8159410758197","2.1031528051092","1.76789579262462","1.28264133419298","4.10877595525929","5.28543275433979","3.10482707446756","3.17270817814522","4.75017450889019","3.25976769159645","3.65485134325294","6.10897966213633","9.6820708554375","11.1706432450789","9.13813124439238","8.13533613546751","7.45135495532692","9.81628458243044","8.69303872198522","8.69053394301894","8.80509197849022","7.85544826704409","7.83109066598543","7.70621785587149","7.01865154485077","6.75790671297037","7.57934219388197","6.88397745384155","",
"Andorra","AND","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.20710216105069","0.113503332929264","0.465786647628289","-0.910754215387071","-2.31746117493243","0.905182105576342","0.196815759866518","0.391713554260965","0.247273478676978","-0.039874230627587","-0.680969293745436","1.48621538105406","2.63748176276712","1.3339225999575","1.46949169654655","0.481610663704809","0.592857226271773","0.00262999901338038","0.389205060932439","0.294517879407959","0.47861097007684","0.456407002407276","0.747655650030871","0.909600272786707","0.987831861417374","0.0581639566088153","0.641554218286587","1.4600535467673","1.61014813573948","0.4584590320996","0.503069487849337","1.195012239127","0.824962493790742","1.75833913913358","2.16476541440761","3.16829060567168","3.97118360315479","3.80340434197896","2.58732735207834","2.2218541513522","2.11787447921657","1.32295809267602","1.559981180649","1.26068238371348","0.868127089529377","0.860535104876202","1.93106588073164","1.22663893624386","1.54796756604696","1.22590225553928","1.30495512783653","2.34663862926583","2.19533620198218","2.56629010220108","",
"United Arab Emirates","ARE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.13413277328363","0.738381451123935","0.742710555965243","0.0805909635459787","0.0139896073816407","0.108350617107457","0.257271594791379","0.451274583969912","0.164537297435794","0.20681708788172","0.223949268488845","-0.0343377746365328","0.203892014116107","0.106393607647695","0.407195240980733","-0.544187526835552","0.324685539041065","0.128404884092042","0.520707068990223","0.0935487850536073","-0.228435309603761","0.0503179637301319","0.239162943469002","0.72147194906954","0.105319789259975","0.608195467069962","0.408474866706161","0.294815985875101","0.340485312002994","-1.16683578609984","-0.485281532912816","1.14589216998935","0.0867813662286139","3.42266271097113","6.76715211324682","6.03481604123485","5.76543753223521","5.50043971722883","1.60487460715228","0.447367365845778","2.93040987372921","1.98210834159707","2.4873633632104","2.43989565804421","2.67360384789356","2.30933522551662","2.60111969078743","2.65141548161459","2.43186975983804","4.27633960132492","5.68984417318421","4.97788431391651","4.52260109377545","5.96882387250299","",
"Argentina","ARG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.28422429708083","0.377464477473511","0.206489502181284","0.190792478260042","0.0247388145324033","0.106009598269524","0.478175476632771","0.25360595928857","0.280742880870953","0.297462920191234","0.88095511006333","1.0638454401874","0.269252481027723","0.177920358938206","0.229226258869266","1.04253057681433","0.542162214587862","-0.0174614882944816","0.903930865567581","1.34151590594557","1.29887926251825","1.28557885422783","1.9367945155154","1.17980281165114","1.411953029158","2.17392758974997","2.55320340608332","3.12787793868196","2.43876896154487","8.46058217133806","3.66579059535379","0.806164134759348","2.19895819502207","1.29481086883944","2.5050175164097","2.64935441452167","2.38106854489628","2.25129423568361","2.68990096507093","1.20643922647566","2.67516171886537","2.04465997872008","2.80667189982932","1.77920553648531","0.962406650325519","1.97713461784426","0.584748941173009","1.78936504083807","2.23253157689253","1.48500687570697","1.26616924308721","1.36838083162438","2.402155349277","3.69401868015696","",
"Armenia","ARM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188555401528096","0.0665938114123568","0.608291636986276","1.72442275716256","1.10020924585916","3.16805363549908","12.2707797402698","6.61258080861414","5.45043315573561","3.29806741743693","4.65949974895048","4.37657009672658","6.90990201303095","5.96010687349521","7.30731450469504","7.25233231640274","8.09234920917782","8.7886942137873","5.7160373406455","6.44066805582744","4.67672759828403","3.11193185351156","3.50211415457343","1.74473701796819","3.16536727816995","2.19257337687685","2.14204783415544","0.736361516844353","0.463408850763634","2.64030281211345","4.99991586140552","2.40957864494139","",
"American Samoa","ASM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","2.83884534505831","-7.83794017417645","7.75652291469515","14.7990715624039","14.9955370425469","13.8199621675754","2.70492295978681","2.07358793548838","6.33259663524424","7.5956930354142","11.1279592512307","8.0101916791962","9.47107169012938","12.661028882682","10.8649192511916","3.74176529503871","2.6944559032484","3.96589319997156","5.11110843895048","2.84958551483421","3.12427503706766","2.8836594196102","6.1988767182797","10.7161369957881","16.6166857834221","10.3465581637122","12.6816090534644","10.190838325735","10.8203796749476","22.1496630218482","23.3007516288993","9.85999060478386","6.05731632959977","7.21911598334963","5.43424969709311","9.40640903138073","7.00796526961064","3.35524419080796","7.93074035994626","6.54040819952073","9.87959672634112","12.1775193572219","7.76123086005","6.83172909966791","18.0980668595575","16.7727417666096","16.1301191948744","",
"Australia","AUS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.16074620221894","2.5546552376206","2.0253132842902","0.211550036913512","1.49241214820436","0.461468107892051","0.996866072803438","1.0339804443588","1.41515447547906","1.10450443509119","1.24425097581789","1.3265164987437","1.17826304115256","1.68726223173158","0.221289107088102","1.16175097008312","2.94263882043336","2.739123063902","3.58923190347094","2.67549683990463","2.7158165321445","0.801308065533215","1.51813252726491","1.70197301245734","1.38116248962264","3.60404663129621","1.13717323478277","1.85658353264166","1.90095000193573","0.567408043229212","3.57859921888914","2.82305214676613","3.70306730541189","1.92099536209977","6.98071685334312","-3.60692792508377","4.08209296205439","5.19771793687634","4.2770159784301","3.11521892910031","3.0948394339821","4.68881515477357","3.72019933653419","3.45392766613526","4.3047066438758","3.47020901785018","3.56056595221134","3.63608951454838","4.25033304779982","2.78196787472132","1.35325605506287","2.0246819461122","4.16149504206489","1.88761219098784","",
"Austria","AUT","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.735659453118736","0.802370661743367","0.661714941530297","0.546805321890526","0.505114355750835","0.198259244469377","0.213195512496884","0.188552238274487","0.230370203350369","0.25449540792021","0.292766483769153","0.462886558734019","0.292861107675323","0.300841351781652","0.170173666162345","0.244762996696924","0.18591399244294","0.319764480092267","0.335368714298779","0.438950266827535","0.393820997085781","0.207956112477992","0.764493296897433","0.593303914874108","1.02389456006068","0.760156006172297","1.83236524365315","1.26058669809025","2.1061851136777","1.37439937408037","4.33323688730786","2.89572243102078","0.0650010498093938","2.37557550248335","1.0640170021225","25.8307026071969","3.14473468828872","17.8058113461032","1.46799597032563","3.58137196898673","-5.64539670207833","5.35812778038962","1.2830027920872","-0.302633479129545","0.389557041234778","-1.80409511056007","-7.23989904197038","3.38180275607348","-6.15119207172195","-2.85255617561831","-2.76332070661681","3.95409323796325","3.03143362679607","0.571627955399011","",
"Azerbaijan","AZE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000636783439490446","1.84387243127836","13.6534869926891","19.7473805562834","28.1356900500269","23.0067972039761","11.1392558729835","2.46437455007312","14.3593922707314","32.4654989629361","55.0728766554257","54.3650509070362","33.7957978256418","21.380140470442","13.9011034961161","8.1611083168233","6.54746236391725","6.337255132933","6.80050011965746","7.59651867931835","3.53211598676051","5.88846176710651","7.62606837682972","11.8828171505465","7.01669598350389","2.97797589143235","3.12183056112494","1.18790387182911","-3.11473447263613","-5.67773710614177","0.349432505050587","",
